0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,30,30,1117,1118,30,30,30,30,30,30,30,30,30,30,30,30,1119,1120,30,30,0
0,0,0,20,20,11017,11018,20,20,20,20,20,20,20,20,20,20,20,20,11019,11020,20,20,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
0,0,0,2,2,2,6,40,2,2,2,2,6,40,2,2,2,6,40,2,2,2,2,0
0,0,0,2,2,2,6,40,2,2,2,2,6,40,2,2,2,6,40,2,2,2,2,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0
0,0,0,2,5,2,6,40,2,2,2,2,6,40,2,2,2,6,40,2,2,2,0,0
0,0,0,2,0,2,6,40,2,2,2,2,6,40,2,2,2,6,40,2,2,2,0,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
0,0,0,2,2,2,6,40,2,2,2,2,6,40,2,2,2,6,40,2,2,2,2,0
0,0,0,2,2,2,6,40,2,2,2,2,6,40,2,2,2,6,40,2,2,2,2,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
