0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,30,30,1113,1114,30,30,30,30,30,30,30,30,30,30,30,30,1115,1116,30,30,0
0,0,0,20,20,11013,11014,20,20,20,20,20,20,20,20,20,20,20,20,11015,11016,20,20,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
0,0,0,2,2,2,6,40,2,2,2,2,6,40,2,2,2,6,40,2,2,2,2,0
0,0,0,2,2,2,6,40,2,2,2,2,6,40,2,2,2,6,40,2,2,2,2,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0
0,0,0,2,5,2,6,40,2,2,2,2,6,40,2,2,2,6,40,2,2,2,0,0
0,0,0,2,0,2,6,40,2,2,2,2,6,40,2,2,2,6,40,2,2,2,0,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
0,0,0,2,2,2,6,40,2,2,2,2,6,40,2,2,2,6,40,2,2,2,2,0
0,0,0,2,2,2,6,40,2,2,2,2,6,40,2,2,2,6,40,2,2,2,2,0
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
