59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,53,5,53,5,5,5,5,53,5,53,5,5,5,5,5,51
57,5,5,54,54,54,54,54,5,5,54,54,54,54,54,5,5,5,5,50
57,5,5,54,54,54,54,54,5,5,54,54,54,54,54,5,5,5,5,5
57,5,5,54,54,54,54,54,5,5,54,54,54,54,54,5,5,5,5,5
5,5,5,5,53,5,53,5,5,5,5,53,5,53,5,5,52,52,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,52,52,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,52,52,53,5
56,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,52,52,5,5
56,5,5,5,53,5,53,5,5,5,5,53,5,53,5,5,52,52,5,5
56,5,5,54,54,54,54,54,5,5,54,54,54,54,54,5,5,5,5,5
5,5,5,54,54,54,54,54,5,5,54,54,54,54,54,5,5,5,5,5
5,5,5,54,54,54,54,54,5,5,54,54,54,54,54,5,5,5,5,5
5,5,5,5,53,5,53,5,5,5,5,53,5,53,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
,,13,14,,,,,,,,,,,,,15,16,,
