11,11,103.2,104.2,11,11,11,11,11,11,11,11,11,11,11,11,105.2,106.2,11,11
11,11,103.1,104.1,11,11,11,11,11,11,11,11,11,11,11,11,105.1,106.1,11,11
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,6,7,2,2,2,2,6,7,2,2,2,6,7,2,2,2,2
2,2,2,6,7,2,2,2,2,6,7,2,2,2,6,7,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8
2,5,2,6,7,2,2,2,2,6,7,2,2,2,2,2,2,2,2,8
2,5,2,6,7,2,2,2,2,6,7,2,2,2,6,7,2,2,2,8
2,5,2,2,2,2,2,2,2,2,2,2,2,2,6,7,2,2,2,8
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,6,7,2,2,2,2,6,7,2,2,2,6,7,2,2,2,2
2,2,2,6,7,2,2,2,2,6,7,2,2,2,6,7,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
