9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,92,92,92,92
9,9,9,9,9,9,9,96,9,9,9,96,9,9,9,9,9,9,9,9
91,9,9,9,9,9,9,97,9,9,9,97,9,9,9,9,9,9,9,9
91,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
91,9,9,9,9,9,9,98,98,98,98,98,98,9,97,96,9,9,9,9
91,9,9,9,96,97,9,98,98,98,98,98,98,9,9,9,9,9,9,9
91,9,9,9,9,9,9,98,98,98,98,98,98,9,9,9,9,9,9,9
9,9,9,9,9,9,9,98,98,98,98,98,98,9,9,9,9,9,9,9
9,9,9,9,96,97,9,98,98,98,98,98,98,9,9,9,9,9,9,9
9,9,9,9,9,9,9,98,98,98,98,98,98,9,97,96,9,9,9,91
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,91
9,9,9,9,9,9,9,9,97,9,97,9,9,9,9,9,9,9,9,91
9,9,9,9,9,9,9,9,96,9,96,9,9,9,9,9,9,9,9,91
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
,,,17,18,,,,,,,,,,,19,121,,,
