69,69,69,69,69,69,69,69,69,69,101,102,69,69,69,69,69,69,69,69,69,69,69,69,69
68,68,68,68,68,68,68,68,68,68,101.1,102.1,68,68,68,68,68,68,68,68,68,68,68,68,68
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,64,64,64,64,6,6,6,6,64,64,64,64,6,6,6,6,64,64,64,64,6,6
6,6,6,64,64,64,64,6,6,6,6,64,64,64,64,6,6,6,6,64,64,64,64,6,6
6,6,65,64,64,64,64,65,6,6,65,64,64,64,64,65,6,6,65,64,64,64,64,65,6
6,6,6,64,64,64,64,6,6,6,6,64,64,64,64,6,6,6,6,64,64,64,64,6,6
6,6,6,64,64,64,64,6,6,6,6,64,64,64,64,6,6,6,6,64,64,64,64,6,6
6,6,6,64,64,64,64,6,6,6,6,64,64,64,64,6,6,6,6,64,64,64,64,6,6
6,6,65,64,64,64,64,65,6,6,65,64,64,64,64,65,6,6,65,64,64,64,64,65,6
6,6,6,64,64,64,64,6,6,6,6,64,64,64,64,6,6,6,6,64,64,64,64,6,6
6,6,6,64,64,64,64,6,6,6,6,64,64,64,64,6,6,6,6,64,64,64,64,6,6
6,6,6,64,64,64,64,6,6,6,6,64,64,64,64,6,6,6,6,64,64,64,64,6,6
6,6,65,64,64,64,64,65,6,6,65,64,64,64,64,65,6,6,65,64,64,64,64,65,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
